Depth(m),Age(kaBP),Deuterium(‰SMOW),dTemp(ºC)
881.1,53.482,-425.2,-6.18
881.65,53.526,-425.9,-6.3
882.2,53.571,-424.6,-6.08
882.75,53.617,-431.3,-7.19
883.3,53.666,-429.4,-6.87
883.85,53.714,-428.1,-6.66
884.4,53.761,-421.3,-5.54
884.95,53.804,-425.6,-6.25
885.5,53.848,-421.3,-5.54
886.05,53.893,-427.2,-6.52
886.6,53.938,-425.6,-6.25
887.15,53.984,-428.1,-6.67
887.7,54.031,-427.1,-6.5
888.25,54.078,-430,-6.98
888.8,54.125,-422,-5.66
889.35,54.169,-423.8,-5.96
889.9,54.213,-423,-5.83
890.45,54.256,-420.5,-5.42
891,54.301,-430.3,-7.04
891.55,54.347,-429.5,-6.9
892.1,54.396,-429.2,-6.86
892.65,54.445,-432.5,-7.4
893.2,54.495,-432.5,-7.4
893.75,54.544,-428.8,-6.79
894.3,54.594,-433.8,-7.62
894.85,54.645,-435.5,-7.9
895.4,54.697,-432.3,-7.37
895.95,54.748,-432.4,-7.39
896.5,54.797,-423.6,-5.94
897.05,54.843,-427.6,-6.6
897.6,54.89,-428.6,-6.76
898.15,54.937,-424.8,-6.14
898.7,54.982,-422.7,-5.79
899.25,55.027,-429.6,-6.93
899.8,55.074,-428.9,-6.82
900.35,55.122,-424.2,-6.04
900.9,55.168,-430.3,-7.05
901.45,55.216,-429.1,-6.85
902,55.264,-426,-6.34
902.55,55.31,-427.5,-6.59
903.1,55.358,-434.9,-7.81
903.65,55.409,-428.7,-6.79
904.2,55.458,-428.6,-6.77
904.75,55.505,-428.8,-6.81
905.3,55.554,-431.1,-7.19
905.85,55.603,-432.2,-7.37
906.4,55.654,-435.5,-7.91
906.95,55.707,-438,-8.33
907.5,55.761,-431.9,-7.32
908.05,55.813,-432.1,-7.35
908.6,55.864,-436.8,-8.13
909.15,55.918,-438.3,-8.38
909.7,55.971,-428.4,-6.75
910.25,56.023,-440.1,-8.67
910.8,56.076,-432.2,-7.37
911.35,56.128,-431.7,-7.29
911.9,56.178,-427,-6.52
912.45,56.226,-429.2,-6.88
913,56.275,-436.5,-8.08
913.55,56.326,-427.7,-6.63
914.1,56.376,-429.9,-7
914.65,56.424,-430.5,-7.1
915.2,56.474,-431.2,-7.21
915.75,56.523,-427.7,-6.64
916.3,56.571,-426.6,-6.46
916.85,56.618,-433.6,-7.61
917.4,56.669,-427,-6.52
917.95,56.716,-431,-7.18
918.5,56.766,-426,-6.36
919.05,56.812,-424.6,-6.13
919.6,56.858,-427.2,-6.56
920.15,56.903,-419.7,-5.32
920.7,56.948,-428.8,-6.83
921.25,56.994,-425.3,-6.25
921.8,57.041,-426,-6.37
922.35,57.086,-422.1,-5.72
922.9,57.13,-418.9,-5.2
923.45,57.172,-423.7,-5.99
924,57.216,-417.5,-4.97
924.55,57.258,-421.9,-5.7
925.1,57.3,-421.2,-5.58
925.65,57.346,-434.6,-7.79
926.2,57.395,-427.7,-6.66
926.75,57.443,-423.5,-5.97
927.3,57.488,-422.2,-5.75
927.85,57.532,-426.3,-6.43
928.4,57.578,-427.4,-6.61
928.95,57.625,-422.6,-5.83
929.5,57.669,-419,-5.23
930.05,57.713,-429.4,-6.95
930.6,57.76,-430.7,-7.16
931.15,57.809,-428.6,-6.82
931.7,57.857,-425,-6.23
932.25,57.904,-424.8,-6.2
932.8,57.949,-423.4,-5.97
933.35,57.994,-424.2,-6.1
933.9,58.039,-419,-5.25
934.45,58.081,-427,-6.57
935,58.127,-419.2,-5.28
935.55,58.17,-423.4,-5.98
936.1,58.212,-413.9,-4.42
936.65,58.254,-423.7,-6.03
937.2,58.297,-417.6,-5.03
937.75,58.338,-416.9,-4.92
938.3,58.379,-422.6,-5.86
938.85,58.422,-421.4,-5.66
939.4,58.467,-426,-6.42
939.95,58.511,-416.3,-4.83
940.5,58.552,-414.9,-4.6
941.05,58.592,-418.5,-5.19
941.6,58.633,-420,-5.44
942.15,58.676,-421.2,-5.64
942.7,58.718,-416.6,-4.89
943.25,58.76,-422.9,-5.93
943.8,58.803,-422.1,-5.8
944.35,58.847,-423.8,-6.08
944.9,58.892,-422,-5.78
945.45,58.936,-422.7,-5.9
946,58.98,-422.1,-5.8
946.55,59.024,-421.5,-5.71
947.1,59.067,-419.7,-5.41
947.65,59.11,-419.4,-5.36
948.2,59.153,-429.8,-7.08
948.75,59.201,-414.3,-4.53
949.3,59.242,-424.2,-6.16
949.85,59.286,-424.8,-6.26
950.4,59.333,-431.1,-7.3
950.95,59.381,-423.8,-6.1
951.5,59.426,-416,-4.82
952.05,59.469,-424.9,-6.28
952.6,59.514,-426.5,-6.55
953.15,59.56,-424.3,-6.19
953.7,59.606,-422.2,-5.85
954.25,59.65,-430.1,-7.15
954.8,59.7,-428.6,-6.9
955.35,59.747,-419,-5.32
955.9,59.791,-422.5,-5.9
956.45,59.835,-422.6,-5.92
957,59.879,-421.4,-5.72
957.55,59.924,-430.8,-7.27
958.1,59.972,-425.2,-6.35
958.65,60.02,-427.8,-6.78
959.2,60.068,-427.1,-6.67
959.75,60.116,-430.6,-7.25
960.3,60.166,-431.1,-7.33
960.85,60.216,-428.6,-6.92
961.4,60.265,-427,-6.66
961.95,60.313,-432,-7.48
962.5,60.364,-428.9,-6.97
963.05,60.414,-424.5,-6.25
963.6,60.46,-430.6,-7.25
964.15,60.51,-427.4,-6.73
964.7,60.558,-423.4,-6.07
965.25,60.603,-421.7,-5.79
965.8,60.649,-430.4,-7.22
966.35,60.697,-428.5,-6.91
966.9,60.747,-430.5,-7.24
967.45,60.797,-432.2,-7.52
968,60.847,-427.1,-6.68
968.55,60.896,-425.7,-6.45
969.1,60.944,-429.8,-7.13
969.65,60.994,-433.7,-7.77
970.2,61.045,-425.5,-6.43
970.75,61.094,-429.8,-7.13
971.3,61.142,-428.1,-6.86
971.85,61.192,-429.5,-7.09
972.4,61.242,-430.9,-7.32
972.95,61.292,-431.3,-7.39
973.5,61.343,-429,-7.01
974.05,61.394,-435.7,-8.11
974.6,61.447,-432.6,-7.6
975.15,61.499,-428.7,-6.96
975.7,61.55,-431.6,-7.44
976.25,61.601,-433.6,-7.77
976.8,61.654,-432.1,-7.52
977.35,61.706,-430.5,-7.26
977.9,61.757,-432.7,-7.62
978.45,61.809,-433.6,-7.77
979,61.863,-437.2,-8.37
979.55,61.919,-436.3,-8.22
980.1,61.974,-440.7,-8.94
980.65,62.033,-436,-8.17
981.2,62.089,-434.6,-7.94
981.75,62.144,-435.3,-8.05
982.3,62.198,-436.1,-8.19
982.85,62.254,-438.6,-8.6
983.4,62.312,-440.2,-8.86
983.95,62.371,-438.4,-8.57
984.5,62.428,-430.4,-7.25
985.05,62.48,-440.5,-8.91
985.6,62.539,-440.4,-8.89
986.15,62.598,-440.1,-8.85
986.7,62.657,-438.2,-8.53
987.25,62.715,-436.4,-8.24
987.8,62.771,-442.1,-9.17
988.35,62.832,-443.9,-9.47
988.9,62.894,-438.6,-8.6
989.45,62.953,-437.5,-8.41
990,63.012,-448.3,-10.19
990.55,63.079,-442.7,-9.27
991.1,63.141,-442.4,-9.22
991.65,63.203,-443.6,-9.41
992.2,63.265,-440.8,-8.95
992.75,63.326,-442.9,-9.3
993.3,63.388,-441.4,-9.05
993.85,63.448,-440.1,-8.83
994.4,63.508,-438,-8.49
994.95,63.564,-427,-6.68
995.5,63.615,-427.9,-6.82
996.05,63.666,-437.1,-8.34
996.6,63.72,-426.7,-6.63
997.15,63.771,-440.3,-8.87
997.7,63.829,-434.3,-7.88
998.25,63.884,-434.2,-7.86
998.8,63.938,-429.7,-7.12
999.35,63.989,-431.7,-7.45
999.9,64.042,-438.3,-8.53
1000.45,64.1,-441.6,-9.08
1001,64.16,-437.4,-8.38
1001.55,64.218,-439.8,-8.78
1002.1,64.278,-443.1,-9.32
1002.65,64.34,-439.4,-8.71
1003.2,64.399,-436.6,-8.24
1003.75,64.457,-440.1,-8.82
1004.3,64.516,-441.9,-9.11
1004.85,64.577,-437.6,-8.4
1005.4,64.635,-442.7,-9.24
1005.95,64.697,-437,-8.3
1006.5,64.756,-443.3,-9.34
1007.05,64.817,-441.3,-9.01
1007.6,64.879,-440.2,-8.82
1008.15,64.939,-440.6,-8.89
1008.7,64.998,-433.5,-7.72
1009.25,65.054,-433.5,-7.72
1009.8,65.111,-446,-9.77
1010.35,65.173,-437.4,-8.36
1010.9,65.232,-441.5,-9.03
1011.45,65.293,-439.3,-8.67
1012,65.353,-442.2,-9.14
1012.55,65.415,-443.9,-9.42
1013.1,65.479,-440.1,-8.79
1013.65,65.539,-444.8,-9.56
1014.2,65.603,-438.1,-8.46
1014.75,65.663,-441.4,-9
1015.3,65.724,-443.6,-9.36
1015.85,65.788,-445,-9.59
1016.4,65.852,-440.1,-8.78
1016.95,65.914,-443.2,-9.29
1017.5,65.977,-445,-9.58
1018.05,66.042,-444.4,-9.48
1018.6,66.106,-442.5,-9.17
1019.15,66.17,-446.4,-9.81
1019.7,66.236,-442.7,-9.2
1020.25,66.299,-442.2,-9.11
1020.8,66.362,-440.5,-8.83
1021.35,66.423,-441.8,-9.04
1021.9,66.485,-434.6,-7.85
1022.45,66.541,-445.9,-9.71
1023,66.606,-439.6,-8.67
1023.55,66.667,-438.3,-8.46
1024.1,66.727,-442.9,-9.21
1024.65,66.79,-443,-9.23
1025.2,66.853,-438.6,-8.5
1025.75,66.913,-441.7,-9.01
1026.3,66.976,-445.4,-9.61
1026.85,67.041,-440.6,-8.82
1027.4,67.103,-444.1,-9.39
1027.95,67.167,-443.3,-9.26
1028.5,67.231,-444.4,-9.44
1029.05,67.296,-440.9,-8.86
1029.6,67.358,-441.2,-8.9
1030.15,67.421,-444.2,-9.4
1030.7,67.485,-440.5,-8.78
1031.25,67.546,-434.6,-7.81
1031.8,67.604,-442.5,-9.11
1032.35,67.666,-442.6,-9.12
1032.9,67.729,-443.8,-9.32
1033.45,67.793,-430.5,-7.12
1034,67.848,-441.1,-8.87
1034.55,67.908,-439.5,-8.6
1035.1,67.969,-437.5,-8.27
1035.65,68.029,-442.3,-9.06
1036.2,68.091,-445.8,-9.63
1036.75,68.158,-445.1,-9.51
1037.3,68.224,-443.9,-9.31
1037.85,68.289,-434.7,-7.79
1038.4,68.346,-436.2,-8.04
1038.95,68.403,-435.5,-7.92
1039.5,68.46,-433.5,-7.59
1040.05,68.517,-436.9,-8.15
1040.6,68.574,-434.6,-7.77
1041.15,68.631,-439.7,-8.6
1041.7,68.692,-436.9,-8.14
1042.25,68.751,-444.7,-9.42
1042.8,68.816,-441.9,-8.96
1043.35,68.879,-441.7,-8.92
1043.9,68.943,-446.5,-9.71
1044.45,69.009,-441.3,-8.85
1045,69.074,-446.3,-9.67
1045.55,69.141,-440.7,-8.75
1046.1,69.204,-443.6,-9.22
1046.65,69.268,-442.2,-8.99
1047.2,69.332,-441.6,-8.89
1047.75,69.394,-431.7,-7.26
1048.3,69.45,-439.2,-8.49
1048.85,69.511,-441.1,-8.8
1049.4,69.573,-438.3,-8.34
1049.95,69.632,-429.6,-6.91
1050.5,69.686,-433.7,-7.58
1051.05,69.741,-431.8,-7.27
1051.6,69.796,-435.9,-7.94
1052.15,69.854,-436.7,-8.07
1052.7,69.913,-433.2,-7.49
1053.25,69.969,-434.4,-7.69
1053.8,70.025,-432.3,-7.34
1054.35,70.081,-434.6,-7.72
1054.9,70.137,-429,-6.79
1055.45,70.19,-428.2,-6.66
1056,70.241,-433.6,-7.55
1056.55,70.296,-425.9,-6.28
1057.1,70.347,-428.4,-6.69
1057.65,70.399,-427.9,-6.61
1058.2,70.45,-426.7,-6.41
1058.75,70.5,-419.4,-5.2
1059.3,70.546,-424.5,-6.04
1059.85,70.594,-421.9,-5.61
1060.4,70.641,-422,-5.63
1060.95,70.688,-418.5,-5.05
1061.5,70.733,-421.2,-5.5
1062.05,70.779,-421.4,-5.53
1062.6,70.826,-424.1,-5.98
1063.15,70.873,-420.7,-5.41
1063.7,70.922,-434.7,-7.72
1064.25,70.976,-432,-7.27
1064.8,71.03,-419.7,-5.25
1065.35,71.078,-430.9,-7.09
1065.9,71.13,-426.8,-6.41
1066.45,71.182,-425.6,-6.21
1067,71.231,-424.4,-6.01
1067.55,71.28,-424.6,-6.04
1068.1,71.33,-430.7,-7.05
1068.65,71.383,-431.6,-7.19
1069.2,71.438,-429.1,-6.78
1069.75,71.491,-429.7,-6.88
1070.3,71.544,-423.5,-5.85
1070.85,71.592,-428.7,-6.71
1071.4,71.645,-429.5,-6.84
1071.95,71.697,-428.4,-6.65
1072.5,71.75,-430.5,-7
1073.05,71.804,-429.9,-6.9
1073.6,71.857,-428.1,-6.6
1074.15,71.91,-431.1,-7.09
1074.7,71.964,-432.3,-7.28
1075.25,72.019,-430.2,-6.94
1075.8,72.074,-437,-8.05
1076.35,72.132,-430.9,-7.05
1076.9,72.187,-434.2,-7.59
1077.45,72.244,-432.5,-7.3
1078,72.301,-438.2,-8.24
1078.55,72.363,-442.2,-8.89
1079.1,72.426,-436.2,-7.9
1079.65,72.486,-437.7,-8.14
1080.2,72.547,-438.8,-8.32
1080.75,72.608,-438,-8.19
1081.3,72.669,-434.8,-7.66
1081.85,72.727,-434.5,-7.6
1082.4,72.785,-434.7,-7.63
1082.95,72.843,-433.4,-7.42
1083.5,72.899,-431.9,-7.17
1084.05,72.956,-434.9,-7.66
1084.6,73.012,-428.4,-6.58
1085.15,73.066,-430.3,-6.89
1085.7,73.119,-428,-6.51
1086.25,73.172,-427.6,-6.45
1086.8,73.225,-434.3,-7.55
1087.35,73.281,-425.9,-6.16
1087.9,73.333,-431.6,-7.1
1088.45,73.387,-427.7,-6.45
1089,73.44,-433.4,-7.39
1089.55,73.495,-422.1,-5.53
1090.1,73.545,-430.5,-6.91
1090.65,73.598,-426.4,-6.23
1091.2,73.65,-426.4,-6.23
1091.75,73.701,-425.7,-6.11
1092.3,73.752,-428.8,-6.62
1092.85,73.804,-425.3,-6.04
1093.4,73.854,-424.9,-5.97
1093.95,73.903,-414.2,-4.21
1094.5,73.947,-421.4,-5.39
1095.05,73.994,-422.2,-5.52
1095.6,74.042,-422.4,-5.56
1096.15,74.09,-418,-4.83
1096.7,74.135,-423.3,-5.7
1097.25,74.183,-416.1,-4.51
1097.8,74.228,-419.4,-5.06
1098.35,74.274,-424.3,-5.86
1098.9,74.322,-418.6,-4.92
1099.45,74.368,-420,-5.15
1100,74.414,-418.9,-4.97
1100.55,74.459,-415.9,-4.47
1101.1,74.503,-410.1,-3.52
1101.65,74.543,-416.9,-4.64
1102.2,74.587,-413.5,-4.08
1102.75,74.63,-415.7,-4.44
1103.3,74.674,-422.7,-5.59
1103.85,74.721,-420.9,-5.29
1104.4,74.768,-420.7,-5.26
1104.95,74.816,-423.5,-5.72
1105.5,74.864,-421.2,-5.34
1106.05,74.913,-425.9,-6.11
1106.6,74.962,-420.3,-5.19
1107.15,75.011,-429.3,-6.67
1107.7,75.063,-426.6,-6.22
1108.25,75.114,-424.4,-5.86
1108.8,75.165,-424.2,-5.82
1109.35,75.215,-425.2,-5.98
1109.9,75.265,-425.9,-6.1
1110.45,75.316,-425.3,-5.99
1111,75.368,-429.1,-6.62
1111.55,75.421,-429.4,-6.67
1112.1,75.474,-426.7,-6.22
1112.65,75.527,-431.2,-6.96
1113.2,75.582,-428.6,-6.52
1113.75,75.636,-434,-7.41
1114.3,75.693,-430.2,-6.78
1114.85,75.749,-435.2,-7.6
1115.4,75.808,-437.3,-7.94
1115.95,75.868,-434.2,-7.43
1116.5,75.926,-430.2,-6.77
1117.05,75.982,-431.6,-6.99
1117.6,76.038,-427.9,-6.38
1118.15,76.091,-427.5,-6.31
1118.7,76.144,-434.8,-7.51
1119.25,76.202,-431.2,-6.91
1119.8,76.258,-430.2,-6.75
1120.35,76.312,-426.3,-6.1
1120.9,76.365,-427.4,-6.28
1121.45,76.419,-438.4,-8.09
1122,76.478,-425.7,-5.99
1122.55,76.531,-431.7,-6.98
1123.1,76.587,-426.4,-6.1
1123.65,76.639,-428.1,-6.38
1124.2,76.692,-433,-7.18
1124.75,76.749,-431.6,-6.95
1125.3,76.806,-429.8,-6.65
1125.85,76.861,-431.3,-6.89
1126.4,76.916,-427.2,-6.21
1126.95,76.969,-426.3,-6.06
1127.5,77.021,-426.1,-6.03
1128.05,77.073,-426.7,-6.12
1128.6,77.125,-430.7,-6.78
1129.15,77.179,-420.9,-5.16
1129.7,77.229,-428.3,-6.38
1130.25,77.281,-424.6,-5.77
1130.8,77.332,-424,-5.66
1131.35,77.382,-427.9,-6.31
1131.9,77.435,-432.6,-7.08
1132.45,77.492,-428.7,-6.43
1133,77.546,-428.9,-6.46
1133.55,77.601,-432.4,-7.04
1134.1,77.658,-432.5,-7.05
1134.65,77.715,-431.1,-6.81
1135.2,77.77,-428.5,-6.38
1135.75,77.825,-430.4,-6.69
1136.3,77.88,-428.9,-6.44
1136.85,77.935,-429.9,-6.6
1137.4,77.989,-425.9,-5.94
1137.95,78.041,-427.5,-6.2
1138.5,78.094,-430.1,-6.63
1139.05,78.149,-424.4,-5.69
1139.6,78.2,-424.8,-5.75
1140.15,78.252,-434.8,-7.4
1140.7,78.31,-430.2,-6.64
1141.25,78.364,-421.8,-5.25
1141.8,78.415,-424,-5.61
1142.35,78.465,-427.1,-6.12
1142.9,78.518,-427.2,-6.13
1143.45,78.57,-422.4,-5.34
1144,78.62,-424.4,-5.67
1144.55,78.67,-423.1,-5.45
1145.1,78.719,-419.9,-4.92
1145.65,78.767,-421,-5.1
1146.2,78.817,-428.4,-6.32
1146.75,78.868,-422.9,-5.41
1147.3,78.919,-424.3,-5.64
1147.85,78.969,-424.5,-5.67
1148.4,79.022,-433.5,-7.15
1148.95,79.076,-420.6,-5.02
1149.5,79.127,-426.9,-6.06
1150.05,79.178,-421.3,-5.13
1150.6,79.228,-428.2,-6.27
1151.15,79.28,-417.1,-4.44
1151.7,79.327,-419.8,-4.88
1152.25,79.374,-419.1,-4.76
1152.8,79.421,-424.1,-5.59
1153.35,79.47,-420.3,-4.96
1153.9,79.52,-428.4,-6.29
1154.45,79.571,-418.8,-4.71
1155,79.621,-426.6,-5.99
1155.55,79.67,-416.1,-4.26
1156.1,79.716,-414.9,-4.06
1156.65,79.762,-424.1,-5.57
1157.2,79.81,-421.4,-5.13
1157.75,79.86,-423.3,-5.44
1158.3,79.91,-425.3,-5.77
1158.85,79.961,-423.4,-5.45
1159.4,80.011,-419.8,-4.86
1159.95,80.059,-420.2,-4.92
1160.5,80.107,-420.1,-4.9
1161.05,80.153,-413.4,-3.8
1161.6,80.198,-426.5,-5.96
1162.15,80.249,-418.4,-4.62
1162.7,80.297,-423.1,-5.39
1163.25,80.346,-416.9,-4.37
1163.8,80.392,-420.2,-4.91
1164.35,80.44,-422.3,-5.26
1164.9,80.489,-420.8,-5.01
1165.45,80.537,-421,-5.04
1166,80.586,-419.9,-4.86
1166.55,80.633,-417,-4.38
1167.1,80.679,-418.7,-4.66
1167.65,80.726,-421.6,-5.14
1168.2,80.774,-417.7,-4.49
1168.75,80.821,-418.9,-4.69
1169.3,80.869,-423.9,-5.52
1169.85,80.918,-419.2,-4.74
1170.4,80.966,-423.8,-5.5
1170.95,81.016,-422.5,-5.28
1171.5,81.065,-419.1,-4.72
1172.05,81.114,-423.8,-5.49
1172.6,81.164,-424.6,-5.63
1173.15,81.215,-421.1,-5.05
1173.7,81.264,-418.7,-4.65
1174.25,81.31,-414.2,-3.91
1174.8,81.355,-416.9,-4.35
1175.35,81.401,-422.4,-5.26
1175.9,81.45,-422.1,-5.21
1176.45,81.499,-417,-4.37
1177,81.545,-417,-4.37
1177.55,81.591,-417,-4.37
1178.1,81.637,-419.6,-4.8
1178.65,81.683,-406.6,-2.65
1179.2,81.725,-415.6,-4.14
1179.75,81.767,-411,-3.38
1180.3,81.81,-416,-4.21
1180.85,81.855,-415.2,-4.07
1181.4,81.899,-414.3,-3.93
1181.95,81.943,-421,-5.03
1182.5,81.992,-416.3,-4.26
1183.05,82.037,-418.3,-4.59
1183.6,82.084,-413,-3.71
1184.15,82.128,-419.2,-4.74
1184.7,82.174,-413.8,-3.85
1185.25,82.218,-414.2,-3.91
1185.8,82.261,-408.5,-2.97
1186.35,82.303,-409.4,-3.12
1186.9,82.343,-412.5,-3.63
1187.45,82.386,-408.4,-2.96
1188,82.427,-412.2,-3.59
1188.55,82.469,-413.9,-3.87
1189.1,82.512,-408.9,-3.04
1189.65,82.554,-417.1,-4.4
1190.2,82.599,-412.2,-3.59
1190.75,82.642,-402.6,-2.01
1191.3,82.68,-413.4,-3.79
1191.85,82.721,-412.1,-3.58
1192.4,82.763,-407.2,-2.77
1192.95,82.804,-411.5,-3.48
1193.5,82.846,-413.1,-3.74
1194.05,82.889,-413,-3.73
1194.6,82.932,-409.4,-3.14
1195.15,82.974,-414.3,-3.95
1195.7,83.016,-405.5,-2.49
1196.25,83.057,-411.7,-3.52
1196.8,83.098,-405.4,-2.48
1197.35,83.137,-406.4,-2.65
1197.9,83.176,-407.1,-2.76
1198.45,83.216,-407.5,-2.83
1199,83.255,-405.3,-2.47
1199.55,83.294,-404.3,-2.3
1200.1,83.333,-412.6,-3.68
1200.65,83.375,-411,-3.41
1201.2,83.417,-411.9,-3.56
1201.75,83.46,-414.8,-4.04
1202.3,83.503,-407.5,-2.84
1202.85,83.545,-415.1,-4.09
1203.4,83.589,-412.3,-3.63
1203.95,83.632,-410.7,-3.37
1204.5,83.675,-412.8,-3.71
1205.05,83.716,-405.8,-2.56
1205.6,83.756,-405.5,-2.51
1206.15,83.796,-418.7,-4.69
1206.7,83.843,-410.8,-3.39
1207.25,83.885,-414.1,-3.93
1207.8,83.929,-411.1,-3.44
1208.35,83.97,-404.9,-2.41
1208.9,84.012,-415,-4.08
1209.45,84.054,-410.6,-3.36
1210,84.097,-415.5,-4.17
1210.55,84.142,-410.1,-3.28
1211.1,84.184,-419.9,-4.89
1211.65,84.231,-413.3,-3.81
1212.2,84.276,-416,-4.25
1212.75,84.322,-417.2,-4.45
1213.3,84.367,-411.2,-3.46
1213.85,84.411,-411.9,-3.58
1214.4,84.455,-416.3,-4.3
1214.95,84.5,-413.5,-3.84
1215.5,84.544,-414.9,-4.07
1216.05,84.589,-412,-3.59
1216.6,84.632,-410.2,-3.3
1217.15,84.674,-413.7,-3.88
1217.7,84.719,-416.4,-4.32
1218.25,84.765,-420.5,-5
1218.8,84.813,-415.9,-4.24
1219.35,84.858,-409.9,-3.25
1219.9,84.903,-422.6,-5.35
1220.45,84.951,-418.2,-4.62
1221,84.999,-416.4,-4.32
1221.55,85.046,-418.3,-4.64
1222.1,85.093,-419.7,-4.87
1222.65,85.142,-416,-4.26
1223.2,85.188,-406.2,-2.64
1223.75,85.229,-419.5,-4.84
1224.3,85.276,-418.5,-4.67
1224.85,85.324,-417.4,-4.49
1225.4,85.371,-418.3,-4.64
1225.95,85.419,-421.9,-5.23
1226.5,85.468,-414.4,-4
1227.05,85.515,-420.8,-5.05
1227.6,85.564,-420.3,-4.97
1228.15,85.613,-420.4,-4.99
1228.7,85.662,-417.4,-4.49
1229.25,85.71,-419,-4.76
1229.8,85.759,-423.1,-5.43
1230.35,85.81,-422.5,-5.33
1230.9,85.861,-422.1,-5.27
1231.45,85.911,-422,-5.25
1232,85.962,-417.9,-4.57
1232.55,86.01,-419.1,-4.77
1233.1,86.059,-420.6,-5.02
1233.65,86.108,-416.8,-4.39
1234.2,86.157,-425.7,-5.86
1234.75,86.208,-421.9,-5.23
1235.3,86.26,-422.3,-5.3
1235.85,86.311,-422.5,-5.33
1236.4,86.362,-420.4,-4.98
1236.95,86.413,-425.4,-5.81
1237.5,86.466,-424.6,-5.68
1238.05,86.519,-426.5,-5.99
1238.6,86.574,-428.1,-6.25
1239.15,86.63,-428.5,-6.32
1239.7,86.686,-419,-4.75
1240.25,86.735,-427.1,-6.09
1240.8,86.79,-425.3,-5.79
1241.35,86.844,-427,-6.07
1241.9,86.899,-422.5,-5.32
1242.45,86.952,-429.8,-6.53
1243,87.008,-424.6,-5.67
1243.55,87.063,-430.3,-6.61
1244.1,87.121,-433.7,-7.17
1244.65,87.182,-436.3,-7.6
1245.2,87.246,-435.9,-7.53
1245.75,87.31,-430.1,-6.57
1246.3,87.368,-423.6,-5.49
1246.85,87.423,-430.6,-6.65
1247.4,87.481,-432.7,-6.99
1247.95,87.541,-429.5,-6.46
1248.5,87.599,-431.8,-6.84
1249.05,87.658,-424.1,-5.57
1249.6,87.714,-435.4,-7.44
1250.15,87.774,-425.8,-5.85
1250.7,87.831,-432.6,-6.97
1251.25,87.891,-429.9,-6.52
1251.8,87.949,-427,-6.04
1252.35,88.004,-425.5,-5.8
1252.9,88.059,-425.2,-5.75
1253.45,88.114,-430.3,-6.59
1254,88.172,-429.9,-6.52
1254.55,88.23,-426.4,-5.94
1255.1,88.286,-432.1,-6.88
1255.65,88.346,-425.6,-5.81
1256.2,88.401,-429.3,-6.42
1256.75,88.459,-432.9,-7.01
1257.3,88.518,-424.9,-5.69
1257.85,88.574,-427.7,-6.15
1258.4,88.631,-428.4,-6.27
1258.95,88.688,-424.9,-5.69
1259.5,88.742,-422.3,-5.26
1260.05,88.794,-424.4,-5.61
1260.6,88.847,-421.3,-5.1
1261.15,88.899,-423.9,-5.53
1261.7,88.952,-421.3,-5.1
1262.25,89.005,-429.4,-6.44
1262.8,89.062,-428.5,-6.29
1263.35,89.119,-424.6,-5.64
1263.9,89.174,-427.3,-6.09
1264.45,89.23,-427.7,-6.16
1265,89.286,-418.7,-4.67
1265.55,89.336,-420,-4.89
1266.1,89.387,-421.4,-5.12
1266.65,89.438,-419.7,-4.84
1267.2,89.489,-421,-5.05
1267.75,89.54,-422.2,-5.25
1268.3,89.592,-428.1,-6.23
1268.85,89.65,-427.4,-6.11
1269.4,89.705,-419.2,-4.76
1269.95,89.757,-421.7,-5.17
1270.5,89.808,-422,-5.22
1271.05,89.861,-423.8,-5.52
1271.6,89.913,-418.8,-4.7
1272.15,89.963,-413.9,-3.89
1272.7,90.012,-420.7,-5.01
1273.25,90.062,-423,-5.39
1273.8,90.115,-423.4,-5.46
1274.35,90.168,-423,-5.4
1274.9,90.222,-423.4,-5.46
1275.45,90.274,-414.4,-3.98
1276,90.324,-428.9,-6.37
1276.55,90.38,-425.8,-5.86
1277.1,90.436,-422.5,-5.32
1277.65,90.489,-420,-4.91
1278.2,90.54,-431.3,-6.77
1278.75,90.6,-430.2,-6.59
1279.3,90.66,-428.9,-6.38
1279.85,90.719,-427.9,-6.21
1280.4,90.777,-426.1,-5.92
1280.95,90.833,-424.4,-5.64
1281.5,90.888,-419.8,-4.88
1282.05,90.939,-421.5,-5.16
1282.6,90.991,-424.6,-5.67
1283.15,91.046,-424.8,-5.71
1283.7,91.101,-421.5,-5.16
1284.25,91.156,-430.2,-6.6
1284.8,91.213,-425.1,-5.76
1285.35,91.27,-428.6,-6.34
1285.9,91.328,-425.8,-5.87
1286.45,91.385,-425.5,-5.82
1287,91.441,-431,-6.73
1287.55,91.5,-415.8,-4.22
1288.1,91.55,-420.2,-4.95
1288.65,91.602,-424.1,-5.59
1289.2,91.657,-426.8,-6.04
1289.75,91.714,-427.7,-6.19
1290.3,91.771,-422.1,-5.27
1290.85,91.825,-424.6,-5.68
1291.4,91.88,-424.2,-5.61
1291.95,91.935,-419.9,-4.9
1292.5,91.987,-422.3,-5.3
1293.05,92.04,-422.6,-5.35
1293.6,92.094,-422.5,-5.33
1294.15,92.148,-425.1,-5.76
1294.7,92.204,-425.6,-5.85
1295.25,92.26,-424.3,-5.63
1295.8,92.315,-422.1,-5.27
1296.35,92.368,-415.2,-4.13
1296.9,92.418,-421.6,-5.19
1297.45,92.471,-424.3,-5.63
