# NOAA Paleoclimatology Program - Paleocean Site Data
# md2-2575-tab.txt
# Complete Data
# File Created: 16-Jul-2009
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Dirk Nuernberg
# Core/Site:      MD02-2575
# Latitude:       29.00.06N	( 29.00167)
# Longitude:      87.07.08W	( -87.11889)
# Water Depth(m): 847
#
# Publications:
#   Nuernberg, D., M. Ziegler, C. Karas, R. Tiedemann, and M. Schmidt. 2008. Interacting
#     Loop Current variability and Mississippi River discharge over the past 400 kyr.
#     Earth and Planetary Science Letters, 272(1-2), 278-289.
#------------------
#
# Description & Notes:
#   DeSoto Canyon MD02-2575 400KYr Oxygen Isotope and Geochemical Data
#   
#
# Variables:
#             depth         Depth (cm)
#             calyrBP       calendar years B.P. (B.P. = 1950)
#             susc          Magnetic Susceptibility
#             carb-coar%    Coarse Calcium Carbonate percent
#             d18Og.rub-w   delta O18 PDB (Globigerinoides ruber (white))
#             d18Ou.pereg   delta O18 PDB (Uvigerina peregrina)
#             Mg/Ca-g.rub-w Magnesium/Calcium ratio (Globigerinoides ruber, white) (mmol/mol)
#             sst-mg/ca     Sea surface temperature from Mg/Ca (C)
#             d18Og.crass   delta O18 PDB (Globorotalia crassaformis)
#
# CORE: MD02-2575
depth	calyrBP 	susc	carb-coar%	d18Og.rub-w	d18Ou.pereg	Mg/Ca-g.rub-w	sst-mg/ca	d18Og.crass	
2820	302667	2	-999	-0.638	3.493	5.01	28.66	-999	
2822	303141	3	-999	-999	-999	-999	-999	-999	
2824	303615	2	-999	-999	-999	-999	-999	-999	
2825	303852	-999	16.993	-0.946	3.79	4.876	28.35	-999	
2826	304089	3	-999	-999	-999	-999	-999	-999	
2828	304563	4	-999	-999	-999	-999	-999	-999	
2830	305037	4	-999	-0.656	3.522	4.542	27.57	-999	
2832	305511	3	-999	-999	-999	-999	-999	-999	
2834	305985	4	-999	-999	-999	-999	-999	-999	
2835	306222	-999	17.224	-0.632	3.247	4.818	28.22	-999	
2836	306459	5	-999	-999	-999	-999	-999	-999	
2838	306933	5	-999	-999	-999	-999	-999	-999	
2840	307407	6	-999	-0.261	3.378	4.572	27.64	-999	
2842	307881	6	-999	-999	-999	-999	-999	-999	
2844	308356	5	-999	-999	-999	-999	-999	-999	
2845	308593	-999	12.797	-0.767	2.878	5.16	28.98	-999	
2846	308830	6	-999	-999	-999	-999	-999	-999	
2848	309304	4	-999	-1.029	3.754	4.85	28.3	-999	
2850	309778	7	-999	-999	-999	-999	-999	-999	
2852	310252	7	13.119	-1.111	2.854	5.14	28.94	-999	
2854	310726	3	-999	-999	-999	-999	-999	-999	
2855	310963	-999	-999	-0.788	3.491	4.99	28.61	-999	
2856	311200	8	-999	-999	-999	-999	-999	-999	
2858	311674	6	-999	-999	-999	-999	-999	-999	
2860	312148	8	11.135	-1.067	3.58	4.284	26.92	-999	
2862	312622	5	-999	-999	-999	-999	-999	-999	
2864	313096	4	-999	-999	-999	-999	-999	-999	
2865	313333	-999	-999	-0.867	3.641	5.33	29.34	-999	
2866	313570	4	-999	-999	-999	-999	-999	-999	
2868	314044	6	-999	-999	-999	-999	-999	-999	
2870	314519	4	-999	-1.164	3.226	4.136	26.53	-999	
2872	314993	4	-999	-999	-999	-999	-999	-999	
2874	315467	5	-999	-999	-999	-999	-999	-999	
2875	315704	-999	7.147	-0.397	3.304	3.916	25.92	-999	
2876	315941	5	-999	-999	-999	-999	-999	-999	
2878	316415	3	-999	-999	-999	-999	-999	-999	
2880	316889	4	8.854	-0.904	-999	4.261	26.86	-999	
2882	317363	5	-999	-999	-999	-999	-999	-999	
2884	317837	4	-999	-999	-999	-999	-999	-999	
2885	318074	-999	-999	-0.564	3.248	4.172	26.62	-999	
2886	318311	5	-999	-999	-999	-999	-999	-999	
2888	318785	5	-999	-999	-999	-999	-999	-999	
2890	319259	5	10.042	-1.236	3.035	4.668	27.87	-999	
2892	319733	5	-999	-999	-999	-999	-999	-999	
2894	320207	4	-999	-999	-999	-999	-999	-999	
2895	320444	-999	-999	-0.726	2.942	5.5	29.69	-999	
2896	320681	4	-999	-999	-999	-999	-999	-999	
2898	321156	5	-999	-999	-999	-999	-999	-999	
2900	321630	6	10.438	-0.787	-999	5.11	28.88	-999	
2902	322104	5	-999	-999	-999	-999	-999	-999	
2904	322578	5	-999	-999	-999	-999	-999	-999	
2905	322815	-999	-999	-0.927	3.477	4.277	26.9	-999	
2906	323052	7	-999	-999	-999	-999	-999	-999	
2908	323526	6	-999	-999	-999	-999	-999	-999	
2910	324000	5	11.583	-0.489	2.848	4.473	27.4	-999	
2912	324280	7	-999	-999	-999	-999	-999	-999	
2914	324560	6	-999	-999	-999	-999	-999	-999	
2915	324700	-999	-999	-0.72	2.72	4.3	26.96	-999	
2916	324840	6	-999	-999	-999	-999	-999	-999	
2918	325120	3	-999	-999	-999	-999	-999	-999	
2920	325400	6	14.377	-0.725	2.758	4.571	27.64	-999	
2922	325680	7	-999	-999	-999	-999	-999	-999	
2924	325960	6	-999	-999	-999	-999	-999	-999	
2925	326100	-999	-999	-1.084	2.653	5.88	30.43	-999	
2926	326240	8	-999	-999	-999	-999	-999	-999	
2928	326520	7	-999	-999	-999	-999	-999	-999	
2930	326800	8	14.323	-1.025	2.876	5.02	28.68	-999	
2932	327080	9	-999	-999	-999	-999	-999	-999	
2934	327360	9	-999	-999	-999	-999	-999	-999	
2935	327500	-999	-999	-1.172	2.763	6.32	31.24	-999	
2936	327640	7	-999	-999	-999	-999	-999	-999	
2938	327920	8	-999	-999	-999	-999	-999	-999	
2940	328200	9	13.737	-1.702	2.573	4.563	27.62	-999	
2942	328480	9	-999	-999	-999	-999	-999	-999	
2944	328760	7	-999	-999	-999	-999	-999	-999	
2945	328900	-999	-999	-1.095	2.722	5.69	30.07	-999	
2946	329040	9	-999	-999	-999	-999	-999	-999	
2948	329320	9	-999	-999	-999	-999	-999	-999	
2950	329600	7	16.377	-1.186	2.64	5.32	29.32	-999	
2952	329880	10	-999	-999	-999	-999	-999	-999	
2954	330160	10	-999	-999	-999	-999	-999	-999	
2955	330300	-999	-999	-1.184	-999	5.11	28.88	-999	
2956	330440	9	-999	-999	-999	-999	-999	-999	
2958	330720	8	-999	-999	-999	-999	-999	-999	
2960	331000	9	11.757	-1.341	2.429	4.753	28.07	-999	
2962	331267	9	-999	-999	-999	-999	-999	-999	
2964	331533	10	-999	-999	-999	-999	-999	-999	
2965	331667	-999	-999	-0.896	-999	4.939	28.5	-999	
2966	331800	12	-999	-999	-999	-999	-999	-999	
2968	332067	13	-999	-999	-999	-999	-999	-999	
2970	332333	13	12.617	-1.147	2.917	4.498	27.46	-999	
2972	332600	13	-999	-999	-999	-999	-999	-999	
2975	333000	-999	-999	-1.28	-999	3.95	26.01	-999	
2976	333133	20	-999	-999	-999	-999	-999	-999	
2978	333400	34	-999	-999	-999	-999	-999	-999	
2980	333667	36	8.429	-0.467	3.52	4.414	27.25	-999	
2982	333933	16	-999	-999	-999	-999	-999	-999	
2984	334200	18	-999	-999	-999	-999	-999	-999	
2985	334333	-999	-999	-0.948	2.89	4.631	27.78	-999	
2986	334467	19	-999	-999	-999	-999	-999	-999	
2988	334733	21	-999	-999	-999	-999	-999	-999	
2990	335000	16	7.997	-0.104	3.722	3.954	26.03	-999	
2992	335267	25	-999	-999	-999	-999	-999	-999	
2994	335533	27	-999	-999	-999	-999	-999	-999	
2995	335667	-999	-999	-0.892	2.85	4.541	27.56	-999	
2998	336067	15	3.063	0.078	3.26	5.08	28.81	-999	
3000	336333	20	-999	-999	-999	-999	-999	-999	
3002	336600	13	-999	-0.051	3.242	3.874	25.8	-999	
3004	336867	22	-999	-999	-999	-999	-999	-999	
3005	337000	-999	3.368	-0.155	3.067	5.3	29.28	-999	
3006	337133	25	-999	-999	-999	-999	-999	-999	
3008	337400	21	-999	-999	-999	-999	-999	-999	
3010	337667	24	-999	-0.578	3.072	-999	-999	-999	
3012	337933	18	-999	-999	-999	-999	-999	-999	
3014	338200	19	-999	-999	-999	-999	-999	-999	
3015	338333	-999	5.525	0.163	3.561	5.05	28.74	-999	
3016	338467	21	-999	-999	-999	-999	-999	-999	
3018	338733	25	-999	-999	-999	-999	-999	-999	
3020	339000	17	-999	0.084	3.379	5.01	28.66	-999	
3022	339267	16	-999	-999	-999	-999	-999	-999	
3024	339533	20	-999	-999	-999	-999	-999	-999	
3025	339667	-999	7.791	0.259	3.942	4.611	27.73	-999	
3026	339800	19	-999	-999	-999	-999	-999	-999	
3028	340067	21	-999	-999	-999	-999	-999	-999	
3030	340333	19	-999	0.529	4.161	4.781	28.14	-999	
3032	340600	20	-999	-999	-999	-999	-999	-999	
3034	340867	28	-999	-999	-999	-999	-999	-999	
3035	341000	-999	9.865	0.133	4.382	3.856	25.75	-999	
3036	341135	20	-999	-999	-999	-999	-999	-999	
3038	341406	17	-999	-999	-999	-999	-999	-999	
3040	341677	20	-999	0.353	4.2	5.17	29.01	-999	
3042	341948	18	-999	-999	-999	-999	-999	-999	
3044	342218	23	-999	-999	-999	-999	-999	-999	
3045	342354	-999	8.269	-0.335	4.166	3.879	25.81	-999	
3046	342489	22	-999	-999	-999	-999	-999	-999	
3048	342760	24	-999	-999	-999	-999	-999	-999	
3050	343031	27	-999	0.459	4.128	5.14	28.94	-999	
3052	343302	26	-999	-999	-999	-999	-999	-999	
3054	343572	23	-999	-999	-999	-999	-999	-999	
3055	343708	-999	-999	0.559	4.124	4.745	28.05	-999	
3056	343843	24	-999	-999	-999	-999	-999	-999	
3058	344114	22	-999	-999	-999	-999	-999	-999	
3060	344385	17	1.341	0.169	4.189	4.874	28.35	-999	
3062	344655	13	-999	-999	-999	-999	-999	-999	
3064	344926	16	-999	-999	-999	-999	-999	-999	
3065	345062	-999	9.255	0.37	4.216	4.679	27.9	-999	
3066	345197	18	-999	-999	-999	-999	-999	-999	
3068	345468	17	-999	-999	-999	-999	-999	-999	
3070	345738	23	-999	0.421	4.27	4.351	27.09	-999	
3072	346009	30	-999	-999	-999	-999	-999	-999	
3074	346280	17	-999	-999	-999	-999	-999	-999	
3075	346415	-999	6.561	-0.872	4.212	4.755	28.08	-999	
3076	346551	15	-999	-999	-999	-999	-999	-999	
3078	346822	19	-999	-999	-999	-999	-999	-999	
3080	347092	21	-999	0.423	4.16	4.023	26.22	-999	
3082	347363	23	-999	-999	-999	-999	-999	-999	
3084	347634	23	-999	-999	-999	-999	-999	-999	
3085	347769	-999	7.407	-0.008	4.18	3.122	23.4	-999	
3086	347905	20	-999	-999	-999	-999	-999	-999	
3088	348175	16	-999	-999	-999	-999	-999	-999	
3090	348446	20	-999	0.35	4.199	4.223	26.76	-999	
3092	348717	25	-999	-999	-999	-999	-999	-999	
3094	348988	23	-999	-999	-999	-999	-999	-999	
3095	349123	-999	6.294	0.182	4.106	4.004	26.17	-999	
3096	349258	25	-999	-999	-999	-999	-999	-999	
3098	349529	20	-999	-999	-999	-999	-999	-999	
3100	349800	22	-999	-0.857	3.998	3.285	23.97	-999	
3102	350071	24	-999	-999	-999	-999	-999	-999	
3104	350342	21	-999	-999	-999	-999	-999	-999	
3105	350477	-999	5.324	-0.568	4.178	3.787	25.55	-999	
3106	350612	15	-999	-999	-999	-999	-999	-999	
3108	350883	15	-999	-999	-999	-999	-999	-999	
3110	351154	17	-999	-0.246	4.03	3.419	24.41	-999	
3112	351425	20	-999	-999	-999	-999	-999	-999	
3114	351695	17	-999	-999	-999	-999	-999	-999	
3115	351831	-999	9.606	-0.391	3.978	3.62	25.05	-999	
3116	351966	20	-999	-999	-999	-999	-999	-999	
3118	352237	24	-999	-999	-999	-999	-999	-999	
3120	352508	21	-999	-0.627	4.1	3.43	24.45	-999	
3122	352778	13	-999	-999	-999	-999	-999	-999	
3124	353049	14	-999	-999	-999	-999	-999	-999	
3125	353185	-999	9.888	-0.324	3.957	3.659	25.16	-999	
3126	353320	11	-999	-999	-999	-999	-999	-999	
3128	353591	11	-999	-999	-999	-999	-999	-999	
3130	353862	10	-999	0.038	4.078	3.376	24.27	-999	
3132	354132	9	-999	-999	-999	-999	-999	-999	
3134	354403	10	-999	-999	-999	-999	-999	-999	
3135	354538	-999	11.358	-0.219	3.805	3.324	24.1	-999	
3136	354674	10	-999	-999	-999	-999	-999	-999	
3138	354945	9	-999	-999	-999	-999	-999	-999	
3140	355215	9	-999	-0.501	3.929	3.438	24.47	-999	
3142	355486	11	-999	-999	-999	-999	-999	-999	
3144	355757	14	-999	-999	-999	-999	-999	-999	
3145	355892	-999	11.683	-0.454	3.89	3.489	24.64	-999	
3146	356028	11	-999	-999	-999	-999	-999	-999	
3148	356298	15	-999	-0.41	3.73	3.76	25.47	-999	
3150	356569	15	-999	-999	-999	-999	-999	-999	
3152	356840	18	7.836	-0.961	3.636	3.804	25.6	-999	
3154	357111	19	-999	-999	-999	-999	-999	-999	
3155	357246	-999	-999	-0.565	3.9	3.992	26.13	-999	
3156	357382	20	-999	-999	-999	-999	-999	-999	
3158	357652	26	-999	-999	-999	-999	-999	-999	
3160	357923	-999	5.945	-0.605	3.564	4.016	26.2	-999	
3162	358194	27	-999	-999	-999	-999	-999	-999	
3164	358465	22	-999	-999	-999	-999	-999	-999	
3165	358600	-999	-999	-0.814	3.551	3.479	24.6	-999	
3166	358735	22	-999	-999	-999	-999	-999	-999	
3168	359006	16	-999	-999	-999	-999	-999	-999	
3170	359277	16	7.169	-0.423	3.599	3.715	25.33	-999	
3172	359548	17	-999	-999	-999	-999	-999	-999	
3174	359818	20	-999	-999	-999	-999	-999	-999	
3175	359954	-999	-999	-0.382	3.551	3.761	25.47	-999	
3176	360089	18	-999	-999	-999	-999	-999	-999	
3178	360360	17	-999	-999	-999	-999	-999	-999	
3180	360631	19	8.669	-0.47	3.822	3.8	25.58	-999	
3182	360902	21	-999	-999	-999	-999	-999	-999	
3184	361172	23	-999	-999	-999	-999	-999	-999	
3185	361308	-999	-999	-0.909	3.905	3.532	24.77	-999	
3186	361443	26	-999	-999	-999	-999	-999	-999	
3188	361714	32	-999	-999	-999	-999	-999	-999	
3190	361985	-999	7.403	-0.842	3.849	3.537	24.79	-999	
3192	362255	15	-999	-999	-999	-999	-999	-999	
3194	362526	16	-999	-999	-999	-999	-999	-999	
3195	362662	-999	-999	-0.937	3.631	3.617	25.04	-999	
3196	362797	17	-999	-999	-999	-999	-999	-999	
3198	363068	17	-999	-999	-999	-999	-999	-999	
3200	363338	20	9.214	-0.58	3.574	3.458	24.54	-999	
3202	363609	18	-999	-999	-999	-999	-999	-999	
3204	363880	15	-999	-999	-999	-999	-999	-999	
3205	364015	-999	-999	-0.93	3.756	4.025	26.22	-999	
3206	364151	15	-999	-999	-999	-999	-999	-999	
3208	364422	14	-999	-999	-999	-999	-999	-999	
3210	364692	15	9.658	-0.136	3.725	3.58	24.92	-999	
3212	364963	22	-999	-999	-999	-999	-999	-999	
3214	365234	22	-999	-999	-999	-999	-999	-999	
3215	365369	-999	-999	-0.208	3.882	-999	-999	-999	
3216	365505	13	-999	-999	-999	-999	-999	-999	
3218	365775	9	-999	-999	-999	-999	-999	-999	
3220	366046	12	9.573	0.434	3.894	3.614	25.03	-999	
3222	366317	13	-999	-999	-999	-999	-999	-999	
3224	366588	12	-999	-999	-999	-999	-999	-999	
3225	366723	-999	-999	0.013	4.125	3.458	24.54	-999	
3226	366858	11	-999	-999	-999	-999	-999	-999	
3228	367129	12	-999	-999	-999	-999	-999	-999	
3230	367400	12	15.199	0.479	4.133	3.541	24.8	-999	
3232	367671	12	-999	-999	-999	-999	-999	-999	
3234	367942	11	-999	-999	-999	-999	-999	-999	
3235	368077	-999	-999	0.444	4.018	3.655	25.15	-999	
3236	368212	12	-999	-999	-999	-999	-999	-999	
3238	368483	13	-999	-999	-999	-999	-999	-999	
3240	368754	14	11.483	-0.077	3.967	3.832	25.68	-999	
3242	369025	15	-999	-999	-999	-999	-999	-999	
3244	369295	13	-999	-999	-999	-999	-999	-999	
3245	369431	-999	-999	-0.043	4.01	3.642	25.11	-999	
3246	369566	13	-999	-999	-999	-999	-999	-999	
3248	369837	13	-999	-999	-999	-999	-999	-999	
3250	370108	13	12.209	0.039	3.935	4.018	26.2	-999	
3252	370378	12	-999	-999	-999	-999	-999	-999	
3254	370649	11	-999	-999	-999	-999	-999	-999	
3255	370785	-999	-999	-0.199	4.043	4.134	26.52	-999	
3256	370920	12	-999	-999	-999	-999	-999	-999	
3258	371191	12	-999	-999	-999	-999	-999	-999	
3260	371462	12	12.771	-0.183	4.083	3.881	25.82	-999	
3262	371732	12	-999	-999	-999	-999	-999	-999	
3264	372003	12	-999	-999	-999	-999	-999	-999	
3265	372138	-999	-999	-0.442	4.068	3.81	25.61	-999	
3266	372274	12	-999	-999	-999	-999	-999	-999	
3268	372545	11	-999	-999	-999	-999	-999	-999	
3270	372815	10	13.006	-0.508	4.074	3.659	25.16	-999	
3272	373086	10	-999	-999	-999	-999	-999	-999	
3274	373357	11	-999	-999	-999	-999	-999	-999	
3275	373492	-999	-999	-0.312	4.04	3.653	25.15	-999	
3276	373628	11	-999	-999	-999	-999	-999	-999	
3278	373898	7	-999	-999	-999	-999	-999	-999	
3280	374169	8	15.655	-0.675	3.755	3.884	25.83	-999	
3282	374440	8	-999	-999	-999	-999	-999	-999	
3284	374711	9	-999	-999	-999	-999	-999	-999	
3285	374846	-999	-999	-0.437	4.012	3.711	25.32	-999	
3286	374982	8	-999	-999	-999	-999	-999	-999	
3288	375252	9	-999	-999	-999	-999	-999	-999	
3290	375523	7	15.461	-0.101	4.018	3.606	25	-999	
3292	375794	7	-999	-999	-999	-999	-999	-999	
3294	376065	5	-999	-999	-999	-999	-999	-999	
3295	376200	-999	-999	-0.199	3.878	3.527	24.76	-999	
3296	376335	5	-999	-999	-999	-999	-999	-999	
3298	376606	6	20.766	-0.523	3.824	4.208	26.72	-999	
3300	376877	8	-999	-999	-999	-999	-999	-999	
3302	377148	8	-999	-0.675	3.837	3.65	25.14	-999	
3304	377418	10	-999	-999	-999	-999	-999	-999	
3305	377554	-999	10.594	-0.62	3.969	3.966	26.06	-999	
3306	377689	11	-999	-999	-999	-999	-999	-999	
3308	377960	9	-999	-999	-999	-999	-999	-999	
3310	378231	9	-999	-0.516	3.765	3.53	24.77	-999	
3312	378502	9	-999	-999	-999	-999	-999	-999	
3314	378772	8	-999	-999	-999	-999	-999	-999	
3315	378908	-999	13.968	-0.058	3.551	3.634	25.09	-999	
3316	379043	8	-999	-999	-999	-999	-999	-999	
3318	379314	8	-999	-999	-999	-999	-999	-999	
3320	379585	9	-999	-0.249	3.566	3.508	24.7	-999	
3322	379855	7	-999	-999	-999	-999	-999	-999	
3324	380126	8	-999	-999	-999	-999	-999	-999	
3325	380262	-999	11.83	-0.529	3.727	3.757	25.46	-999	
3326	380397	7	-999	-999	-999	-999	-999	-999	
3328	380668	7	-999	-999	-999	-999	-999	-999	
3330	380938	7	-999	-0.183	3.701	3.618	25.04	-999	
3332	381209	7	-999	-999	-999	-999	-999	-999	
3334	381480	6	-999	-999	-999	-999	-999	-999	
3335	381615	-999	15.965	-0.515	3.655	3.903	25.88	-999	
3336	381751	7	-999	-999	-999	-999	-999	-999	
3338	382022	6	-999	-999	-999	-999	-999	-999	
3340	382292	6	-999	-0.413	3.604	3.702	25.29	-999	
3342	382563	7	-999	-999	-999	-999	-999	-999	
3344	382834	7	-999	-999	-999	-999	-999	-999	
3345	382969	-999	10.282	-0.826	3.582	3.836	25.69	-999	
3346	383105	8	-999	-999	-999	-999	-999	-999	
3348	383375	7	-999	-999	-999	-999	-999	-999	
3350	383646	7	-999	-0.611	3.639	4.094	26.41	-999	
3352	383917	6	-999	-999	-999	-999	-999	-999	
3354	384188	1	-999	-999	-999	-999	-999	-999	
3355	384323	-999	13.586	-0.339	3.655	3.744	25.42	-999	
3356	384458	6	-999	-999	-999	-999	-999	-999	
3358	384729	4	-999	-999	-999	-999	-999	-999	
3360	385000	3	-999	-0.732	3.753	4.247	26.82	-999	
3362	385533	5	-999	-999	-999	-999	-999	-999	
3364	386067	3	-999	-999	-999	-999	-999	-999	
3365	386333	-999	12.026	-0.365	3.63	3.729	25.37	-999	
3366	386600	3	-999	-999	-999	-999	-999	-999	
3368	387133	3	-999	-999	-999	-999	-999	-999	
3370	387667	3	-999	-0.595	3.496	4.403	27.22	-999	
3372	388200	2	-999	-999	-999	-999	-999	-999	
3374	388733	1	-999	-999	-999	-999	-999	-999	
3375	389000	-999	10.103	-0.105	3.576	4.033	26.25	-999	
3376	389267	2	-999	-999	-999	-999	-999	-999	
3378	389800	2	-999	-999	-999	-999	-999	-999	
3380	390333	2	-999	-0.279	3.418	4.151	26.57	-999	
3382	390867	0	-999	-999	-999	-999	-999	-999	
3384	391400	2	-999	-999	-999	-999	-999	-999	
3385	391667	-999	10.594	-0.221	3.477	4.419	27.26	-999	
3386	391933	2	-999	-999	-999	-999	-999	-999	
3388	392467	2	-999	-999	-999	-999	-999	-999	
3390	393000	1	-999	-0.912	3.441	3.881	25.82	-999	
3392	393533	1	-999	-999	-999	-999	-999	-999	
3394	394067	0	-999	-999	-999	-999	-999	-999	
3395	394333	-999	10.67	-0.742	3.46	4.092	26.41	-999	
3396	394600	2	-999	-999	-999	-999	-999	-999	
3398	395133	1	-999	-999	-999	-999	-999	-999	
3400	395667	3	-999	-0.891	2.951	3.847	25.72	-999	
3402	396200	0	-999	-999	-999	-999	-999	-999	
3404	396733	1	-999	-999	-999	-999	-999	-999	
3405	397000	-999	9.882	-0.767	2.766	4.087	26.39	-999	
3406	397267	1	-999	-999	-999	-999	-999	-999	
3408	397800	0	-999	-999	-999	-999	-999	-999	
3410	398333	1	-999	-0.368	2.952	3.692	25.26	-999	
3412	398867	2	-999	-999	-999	-999	-999	-999	
3414	399400	3	-999	-999	-999	-999	-999	-999	
3415	399667	-999	8.479	-0.643	2.802	3.861	25.76	-999	
3416	399933	2	-999	-999	-999	-999	-999	-999	
